\fixlen = T
\RowsRetrieved = 374
\ORIGIN = 'IPAC Infrared Science Archive (IRSA), Caltech/JPL'
\DATETIME = '2019-05-07 00:34:29'
\DataTag = 'ADS/IRSA.Gator#2019/0507/003429_31536'
\DATABASE = 'SWIRE ELAIS N1 Region 70um Spring '05 Spitzer Catalog (elaisn1_70_cat_s05)'
\EQUINOX = 'J2000'
\SKYAREA = 'box with center (242.51300,+54.57359) and length 6235.99 arcsec.'
\StatusFile = '/workspace/TMP_QaRET9_31536/Gator/irsa/31536/log.31536.html'
\SQL = 'WHERE (no constraints)
\SQL = 'SELECT (11 column names follow in next row.)'
\ 
\ 
\ cntr
\ ___ entry counter (key) number (unique within table)
\ object
\ ___ object name designation
\ ra (deg)
\ ___ right ascension (J2000 decimal deg)
\ dec (deg)
\ ___ declination (J2000 decimal deg)
\ clon
\ ___ Right ascention in Sexagesimal format.
\ clat
\ ___ Declination in Sexagesimal format.
\ unc_ra (arcsec)
\ ___ position uncertainty in RA
\ unc_dec (arcsec)
\ ___ position uncertainty in Dec
\ unc_rd (arcsec)
\ ___ covariance position uncertainty
\ flux_prf (mjy)
\ ___ point-response-function flux
\ uncf_prf (mjy)
\ ___ point-response-function flux uncertainty
\ flux_ap4 (mjy)
\ ___ flux for aperture #4 (r=27.0")
\ flag
\ ___ extraction notes and flags
\ 
\
|cntr|object                  |ra        |dec      |clon        |clat        |unc_ra  |unc_dec |unc_rd   |flux_prf|uncf_prf|flux_ap4|flag|
|int |char                    |double    |double   |char        |char        |double  |double  |double   |double  |double  |double  |char|
|    |                        |deg       |deg      |            |            |arcsec  |arcsec  |arcsec   |mjy     |mjy     |mjy     |    |
|null|null                    |null      |null     |null        |null        |null    |null    |null     |null    |null    |null    |null|
  722 SWIRE2_70_J161216+534655 243.068680 53.782085 16h12m16.48s 53d46m55.51s 1.54e+00 1.59e+00  4.32e-01    29.81     1.03    27.62 2    
  906 SWIRE2_70_J161213+540832 243.058289 54.142448 16h12m13.99s 54d08m32.81s 7.96e-01 7.67e-01  2.05e-01    80.39     1.42    66.72 2    
 1138 SWIRE2_70_J161235+543318 243.146057 54.555107 16h12m35.05s 54d33m18.39s 1.75e+00 1.60e+00  6.30e-01    30.74     1.10    26.43 1    
 1202 SWIRE2_70_J161241+543956 243.171280 54.665813 16h12m41.11s 54d39m56.93s 1.02e+00 1.02e+00  1.94e-01    48.14     1.08    37.86 2    
  443 SWIRE2_70_J160507+541547 241.281509 54.263142 16h05m07.56s 54d15m47.31s 2.17e+00 2.21e+00  1.62e-01    21.34     0.96    19.37 1    
  860 SWIRE2_70_J161239+540016 243.166046 54.004520 16h12m39.85s 54d00m16.27s 1.83e+00 1.83e+00  4.93e-01    24.59     0.96    15.55 1    
 1540 SWIRE2_70_J161437+550519 243.656738 55.088806 16h14m37.62s 55d05m19.70s 1.23e+00 1.19e+00  3.74e-01    30.04     0.77    15.40 2    
  576 SWIRE2_70_J160443+543332 241.180908 54.559147 16h04m43.42s 54d33m32.93s 8.17e-01 7.99e-01  1.80e-01    83.75     1.51   109.07 2    
  784 SWIRE2_70_J160527+545330 241.363922 54.891918 16h05m27.34s 54d53m30.90s 2.73e+00 2.70e+00  7.92e-01    21.81     1.27     9.00 1    
 1008 SWIRE2_70_J161113+543026 242.804627 54.507401 16h11m13.11s 54d30m26.64s 2.71e+00 2.72e+00  6.30e-01    19.95     1.16    20.96 1    
 1232 SWIRE2_70_J161301+543945 243.258179 54.662678 16h13m01.96s 54d39m45.64s 3.22e+00 3.23e+00  6.62e-01    18.33     1.27     9.82 2    
  589 SWIRE2_70_J160426+543729 241.108993 54.624889 16h04m26.16s 54d37m29.60s 3.58e+00 3.52e+00  1.01e+00    18.56     1.37    10.95 1    
  837 SWIRE2_70_J160910+542754 242.294525 54.465237 16h09m10.69s 54d27m54.85s 2.94e+00 2.91e+00  5.58e-01    24.01     1.48    23.70 1    
 1237 SWIRE2_70_J161557+541504 243.989868 54.251194 16h15m57.57s 54d15m04.30s 9.32e-01 9.79e-01 -1.66e-01    69.25     1.53    73.36 1    
  726 SWIRE2_70_J160945+540924 242.441071 54.156830 16h09m45.86s 54d09m24.59s 2.23e+00 2.23e+00  5.54e-01    21.81     1.08    39.95 2    
  966 SWIRE2_70_J160427+552246 241.113495 55.379562 16h04m27.24s 55d22m46.42s 1.03e+00 1.08e+00 -2.09e-01    50.11     1.18    41.53 1    
 1542 SWIRE2_70_J161459+550225 243.746704 55.040440 16h14m59.21s 55d02m25.58s 1.07e+00 1.03e+00  2.88e-01    40.95     0.96    42.62 2    
  457 SWIRE2_70_J160408+542530 241.034210 54.425075 16h04m08.21s 54d25m30.27s 1.49e+00 1.49e+00  2.30e-01    60.67     2.06    53.68 1    
  625 SWIRE2_70_J160539+543136 241.416443 54.526909 16h05m39.95s 54d31m36.87s 1.17e+00 1.13e+00  2.48e-01    48.60     1.27    26.86 1    
  849 SWIRE2_70_J160746+544103 241.943024 54.684349 16h07m46.33s 54d41m03.66s 1.48e+00 1.42e+00 -1.66e-01    32.83     1.04    36.29 1    
 1105 SWIRE2_70_J161458+540851 243.741699 54.147511 16h14m58.01s 54d08m51.04s 1.20e+00 1.08e+00  4.21e-01    67.16     1.69    48.06 1    
  989 SWIRE2_70_J160522+551743 241.343048 55.295517 16h05m22.33s 55d17m43.86s 1.81e+00 1.71e+00  5.62e-01    23.43     0.84    20.72 1    
  430 SWIRE2_70_J160752+535105 241.969559 53.851646 16h07m52.69s 53d51m05.93s 1.79e+00 1.79e+00  1.84e-01    27.96     1.11    23.45 2    
  734 SWIRE2_70_J161015+540615 242.565170 54.104374 16h10m15.64s 54d06m15.75s 1.29e+00 1.27e+00  1.48e-01    48.37     1.40    39.82 1    
  982 SWIRE2_70_J161223+541711 243.095856 54.286640 16h12m23.01s 54d17m11.90s 1.56e+00 1.56e+00 -1.22e-01    26.33     0.88    24.02 1    
 1310 SWIRE2_70_J161425+543638 243.607300 54.610668 16h14m25.75s 54d36m38.40s 1.58e+00 1.70e+00 -4.14e-01    35.03     1.25    19.12 3    
  465 SWIRE2_70_J160736+535730 241.902023 53.958530 16h07m36.49s 53d57m30.71s 4.25e-01 4.28e-01  1.37e-01   245.92     2.51   271.67 1    
  857 SWIRE2_70_J160623+545346 241.596497 54.896179 16h06m23.16s 54d53m46.24s 3.51e+00 3.48e+00  9.18e-01    16.24     1.21    20.03 1    
  358 SWIRE2_70_J160643+535214 241.682571 53.870606 16h06m43.82s 53d52m14.18s 2.38e+00 2.37e+00  2.16e-01    19.37     0.99    13.03 1    
 1206 SWIRE2_70_J161507+541834 243.780365 54.309673 16h15m07.29s 54d18m34.82s 8.32e-01 7.78e-01 -5.40e-02    86.19     1.53   109.23 2    
  385 SWIRE2_70_J160734+534745 241.892059 53.796074 16h07m34.09s 53d47m45.87s 2.01e+00 1.99e+00  2.70e-01    30.74     1.39    32.95 1    
  561 SWIRE2_70_J160930+535149 242.378906 53.863621 16h09m30.94s 53d51m49.04s 1.65e+00 1.57e+00  3.89e-01    30.04     1.04   161.24 1    
 1033 SWIRE2_70_J160504+552458 241.267914 55.416363 16h05m04.30s 55d24m58.91s 1.87e+00 1.80e+00  4.10e-01    20.18     0.80    12.42 1    
 1225 SWIRE2_70_J161432+542605 243.636780 54.434895 16h14m32.83s 54d26m05.62s 1.30e+00 1.32e+00 -2.05e-01    27.72     0.78    22.44 2    
 1425 SWIRE2_70_J161553+543740 243.973434 54.627827 16h15m53.62s 54d37m40.18s 2.28e+00 2.15e+00  6.91e-01    25.52     1.24    32.57 1    
  903 SWIRE2_70_J160745+544652 241.940460 54.781326 16h07m45.71s 54d46m52.77s 1.54e+00 1.54e+00  2.95e-01    35.03     1.17    13.07 2    
 1127 SWIRE2_70_J161407+541918 243.530060 54.321896 16h14m07.21s 54d19m18.83s 8.57e-01 8.17e-01  1.51e-01    59.28     1.11    71.88 2    
  882 SWIRE2_70_J160545+550113 241.437637 55.020474 16h05m45.03s 55d01m13.71s 1.70e+00 1.73e+00  2.92e-01    34.92     1.29    35.27 1    
 1346 SWIRE2_70_J161032+551437 242.636108 55.243698 16h10m32.67s 55d14m37.31s 3.12e+00 3.15e+00  5.15e-01    16.12     1.08    14.46 1    
  847 SWIRE2_70_J161051+541352 242.716568 54.231281 16h10m51.98s 54d13m52.61s 1.73e+00 1.67e+00  1.22e-01    33.99     1.30    32.27 2    
 1055 SWIRE2_70_J161012+544450 242.551117 54.747269 16h10m12.27s 54d44m50.17s 4.82e+00 4.97e+00  1.80e+00    16.94     1.83    11.74 2    
  474 SWIRE2_70_J160730+535939 241.875534 53.994305 16h07m30.13s 53d59m39.50s 2.99e+00 2.88e+00  5.54e-01    19.14     1.19    -1.54 2    
  890 SWIRE2_70_J160948+542748 242.453995 54.463348 16h09m48.96s 54d27m48.05s 3.51e+00 3.48e+00  9.11e-01    16.82     1.24     9.84 2    
 1186 SWIRE2_70_J161305+543501 243.274155 54.583660 16h13m05.80s 54d35m01.18s 1.85e+00 1.90e+00  5.22e-01    37.82     1.65    64.58 1    
 1410 SWIRE2_70_J161151+551125 242.962509 55.190544 16h11m51.00s 55d11m25.96s 1.56e+00 1.53e+00  2.70e-01    38.63     1.31    29.94 1    
  411 SWIRE2_70_J160524+540911 241.353989 54.153114 16h05m24.96s 54d09m11.21s 2.47e+00 2.37e+00  7.38e-01    20.42     1.03    27.92 2    
  859 SWIRE2_70_J161315+535500 243.316238 53.916874 16h13m15.90s 53d55m00.75s 6.98e-01 6.98e-01  1.04e-01    82.48     1.29    64.81 1    
 1043 SWIRE2_70_J160939+544734 242.415924 54.793011 16h09m39.82s 54d47m34.84s 1.94e+00 1.85e+00  5.54e-01    21.11     0.82    14.37 2    
  396 SWIRE2_70_J160805+534426 242.024841 53.740810 16h08m05.96s 53d44m26.92s 2.11e+00 2.07e+00  3.06e-01    22.39     1.00    17.19 1    
  604 SWIRE2_70_J161046+534435 242.693726 53.743179 16h10m46.49s 53d44m35.44s 1.81e+00 1.76e+00  3.56e-01    28.07     1.08    21.06 2    
  836 SWIRE2_70_J160958+542044 242.495132 54.345730 16h09m58.83s 54d20m44.63s 1.46e+00 1.43e+00  4.07e-01    33.18     1.07    29.94 1    
 1028 SWIRE2_70_J161315+541403 243.315704 54.234276 16h13m15.77s 54d14m03.39s 1.17e+00 1.17e+00  2.59e-01    37.93     0.97    30.63 1    
 1155 SWIRE2_70_J160824+551116 242.103989 55.187855 16h08m24.96s 55d11m16.28s 1.14e+00 1.10e+00 -1.76e-01    38.28     0.97    41.11 1    
 1524 SWIRE2_70_J161441+550207 243.671143 55.035450 16h14m41.07s 55d02m07.62s 1.86e+00 1.87e+00 -4.36e-01    22.74     0.89    21.07 2    
  768 SWIRE2_70_J160814+542834 242.058655 54.476383 16h08m14.08s 54d28m34.98s 8.53e-01 8.39e-01  1.15e-01    72.27     1.36    69.51 1    
  976 SWIRE2_70_J161548+534550 243.951447 53.764084 16h15m48.35s 53d45m50.70s 5.72e-01 5.29e-01  1.94e-01    88.28     1.05    71.47 1    
 1408 SWIRE2_70_J161235+550440 243.148544 55.077877 16h12m35.65s 55d04m40.36s 2.76e+00 2.74e+00  5.83e-01    24.59     1.43    17.32 1    
  655 SWIRE2_70_J160537+543420 241.408127 54.572426 16h05m37.95s 54d34m20.73s 2.01e+00 1.89e+00  4.18e-01    22.04     0.91    26.82 1    
  927 SWIRE2_70_J161204+541306 243.019455 54.218609 16h12m04.67s 54d13m06.99s 1.85e+00 1.79e+00  5.62e-01    21.92     0.83    18.12 2    
  594 SWIRE2_70_J160557+542502 241.490616 54.417293 16h05m57.75s 54d25m02.25s 2.48e+00 2.55e+00 -2.99e-01    20.53     1.11    21.39 1    
  826 SWIRE2_70_J161117+540835 242.823395 54.143063 16h11m17.61s 54d08m35.03s 2.21e+00 2.26e+00 -2.27e-01    19.02     0.90    22.37 1    
 1026 SWIRE2_70_J161411+540554 243.548462 54.098595 16h14m11.63s 54d05m54.94s 8.96e-01 8.78e-01 -3.96e-02    67.74     1.35    67.29 1    
 1810 SWIRE2_70_J161600+552432 244.000519 55.409031 16h16m00.12s 55d24m32.51s 2.06e+00 2.01e+00  3.56e-01    21.11     0.95    32.61 1    
  555 SWIRE2_70_J160639+541530 241.664703 54.258469 16h06m39.53s 54d15m30.49s 1.77e+00 1.72e+00  4.14e-01    24.48     0.91    21.60 1    
  548 SWIRE2_70_J160837+535738 242.157898 53.960781 16h08m37.90s 53d57m38.81s 1.79e+00 1.76e+00  3.46e-01    36.77     1.40    20.38 1    
  732 SWIRE2_70_J161109+535808 242.789886 53.969059 16h11m09.57s 53d58m08.61s 8.71e-01 8.75e-01  2.23e-01    51.74     0.96    57.20 1    
  956 SWIRE2_70_J160451+551802 241.213669 55.300629 16h04m51.28s 55d18m02.26s 1.78e+00 1.70e+00  6.23e-01    26.80     1.02    19.81 1    
 1315 SWIRE2_70_J161418+543810 243.575226 54.636128 16h14m18.05s 54d38m10.06s 2.03e+00 1.98e+00 -2.45e-01    22.16     0.97    26.49 1    
 1396 SWIRE2_70_J161025+552154 242.605698 55.365048 16h10m25.37s 55d21m54.17s 2.85e+00 2.83e+00  8.14e-01    20.76     1.25     2.10 1    
  464 SWIRE2_70_J160808+535241 242.035767 53.878330 16h08m08.58s 53d52m41.99s 9.18e-01 8.96e-01  1.69e-01    71.46     1.40    73.90 1    
  664 SWIRE2_70_J160433+544431 241.141312 54.742203 16h04m33.91s 54d44m31.93s 5.04e-01 5.04e-01  2.52e-02   138.04     1.70   127.14 2    
 1120 SWIRE2_70_J160751+551229 241.963562 55.208111 16h07m51.25s 55d12m29.20s 7.92e-01 7.63e-01  2.27e-01    74.24     1.41    72.35 1    
 1344 SWIRE2_70_J161307+545141 243.283112 54.861584 16h13m07.95s 54d51m41.70s 1.46e+00 1.52e+00 -3.64e-01    34.68     1.16    36.33 1    
  657 SWIRE2_70_J161036+535205 242.653671 53.868218 16h10m36.88s 53d52m05.58s 2.70e+00 2.85e+00  7.74e-01    19.72     1.14     6.98 2    
  881 SWIRE2_70_J160709+544923 241.789749 54.823292 16h07m09.54s 54d49m23.85s 2.33e+00 2.22e+00  2.74e-01    21.92     1.09    20.06 2    
 1118 SWIRE2_70_J161436+541334 243.651337 54.226295 16h14m36.32s 54d13m34.66s 2.05e+00 1.94e+00  1.84e-01    21.69     0.99    18.09 1    
 1374 SWIRE2_70_J161156+550612 242.983414 55.103462 16h11m56.02s 55d06m12.46s 1.86e+00 1.81e+00  3.28e-01    23.32     0.93    20.52 1    
  329 SWIRE2_70_J160557+535548 241.489914 53.930244 16h05m57.58s 53d55m48.88s 1.71e+00 1.63e+00  1.40e-01    29.46     1.08    16.20 1    
  513 SWIRE2_70_J160931+534619 242.383316 53.772125 16h09m32.00s 53d46m19.65s 3.00e+00 2.91e+00  7.42e-01    19.95     1.18    34.84 1    
  681 SWIRE2_70_J160746+542031 241.944900 54.342022 16h07m46.78s 54d20m31.28s 2.12e+00 2.08e+00  4.68e-01    20.07     0.90    21.59 1    
  913 SWIRE2_70_J160637+545738 241.656952 54.960762 16h06m37.67s 54d57m38.74s 2.21e+00 2.30e+00 -3.28e-01    26.56     1.33    29.66 2    
 1161 SWIRE2_70_J161140+544425 242.916794 54.740402 16h11m40.03s 54d44m25.45s 1.49e+00 1.46e+00  3.38e-01    30.28     0.95    26.86 1    
 1649 SWIRE2_70_J161426+551908 243.608704 55.318916 16h14m26.09s 55d19m08.10s 2.07e+00 2.08e+00  2.99e-01    24.71     1.13    18.34 1    

