241.79047,870445.692,54.18761,195075.396,17.54,0.91,11.42,0.49,0,0,0,0,0,0
242.26866,872167.176,53.92232,194120.352,17.92,0.81,15.58,0.17,0,0,0,0,0,0
242.18588,871869.168,53.962,194263.2,20.89,0.36,18.82,0.38,0,0,0,0,0,0
241.99498,871181.928,54.07644,194675.184,101.81,0.05,84.55,0.08,51.66,0.06,57.79,0.39,474.63,0.54
241.88188,870774.768,54.15126,194944.536,17.2,0.87,9.44,0.51,0,0,0,0,0,0
241.60278,869770.008,54.30048,195481.728,17.3,0.17,9.32,0.16,0,0,0,0,0,0
242.24721,872089.956,53.94154,194189.544,20.75,0.67,19.45,0.33,0,0,0,0,0,0
242.53545,873127.62,53.78315,193619.34,79.17,0.22,57.68,0.04,54.11,0.46,0,0,0,0
241.8548,870677.28,54.18262,195057.432,27.74,0.84,21.01,0.58,0,0,0,0,0,0
242.30769,872307.684,53.91798,194104.728,27.37,0.36,23.96,0.85,0,0,0,0,0,0
242.13034,871669.224,54.02622,194494.392,28.84,0.05,35.07,0.86,0,0,0,0,0,0
242.49515,872982.54,53.80132,193684.752,8.01,0.6,7.37,0.06,0,0,0,0,0,0
242.28619,872230.284,53.92553,194131.908,23.82,0.55,16.67,0.57,0,0,0,0,0,0
242.59059,873326.124,53.74391,193478.076,14.64,0,11.69,0,0,0,0,0,0,0
241.91676,870900.336,54.14012,194904.432,51.33,0.98,34.33,0.91,0,0,0,0,0,0
241.77467,870388.812,54.2168,195180.48,45.88,0.19,36.68,0.7,0,0,0,0,0,0
242.4046,872656.56,53.85084,193863.024,25.36,0.05,22.01,0,0,0,0,0,0,0
242.07828,871481.808,54.04435,194559.66,113.25,0.05,97.09,0.04,62.54,0.03,88.1,0.07,-99,-9
241.62619,869854.284,54.29916,195476.976,30.05,0.9,37.4,0.83,0,0,0,0,-99,-9
242.4343,872763.48,53.83979,193823.244,27.4,0.54,19.18,0.46,0,0,0,0,0,0
242.19865,871915.14,53.97221,194299.956,15.09,0.5,18.27,0.67,0,0,0,0,0,0
241.75667,870324.012,54.21682,195180.552,15.71,0.88,14.41,0.59,0,0,0,0,0,0
242.25146,872105.256,53.94238,194192.568,74.7,0.96,56.74,0.87,56.9,0.06,62.34,0.13,791.4,0.11
242.41585,872697.06,53.83872,193819.392,26.55,0.81,32.87,0.22,-99,-9,66.49,0.5,967.97,0.4
242.24393,872078.148,53.94471,194200.956,18.89,0.31,15.76,0.25,0,0,0,0,0,0
242.489,872960.4,53.79988,193679.568,15.03,0.83,17.63,0.58,0,0,0,0,0,0
242.13181,871674.516,54.01079,194438.844,20.75,0.53,20.55,0.74,0,0,0,0,0,0
242.04642,871367.112,54.06078,194618.808,12.7,0.21,8.88,0.07,0,0,0,0,0,0
241.84573,870644.628,54.1814,195053.04,50.14,0.02,36.87,0.01,0,0,101.31,0,0,0
242.46063,872858.268,53.82172,193758.192,23.15,0.94,13.4,0.51,0,0,0,0,0,0
242.19772,871911.792,53.95969,194254.884,2111.83,0.98,1333.69,0.98,899.49,0.65,508.94,0.96,0,0
241.89215,870811.74,54.14553,194923.908,24.39,0.94,15.51,0.59,0,0,0,0,0,0
241.66734,870002.424,54.26411,195350.796,62.67,0.03,46.98,0.76,38.63,0.04,0,0,0,0
241.77928,870405.408,54.20049,195121.764,12,0.77,10.28,0.49,0,0,0,0,0,0
242.06281,871426.116,54.05222,194587.992,25.52,0.94,14.44,0.65,0,0,0,0,0,0
242.07028,871453.008,54.03496,194525.856,45.61,0.96,34.3,0.62,0,0,0,0,0,0
242.65562,873560.232,53.70758,193347.288,10.74,0.69,13.89,0.53,0,0,0,0,0,0
241.82265,870561.54,54.19535,195103.26,11.96,0.78,10.36,0.4,0,0,0,0,0,0
242.81052,874117.872,54.31866,195547.176,314.31,0.03,218.83,0.03,262.67,0,1185.36,0.03,1378.2,0.04
242.22145,871997.22,54.66224,196784.064,46.94,0.28,35.3,0.18,49.11,0.05,0,0,0,0
242.85139,874265.004,54.29612,195466.032,21.69,0.83,23.08,0.84,0,0,0,0,0,0
242.95555,874639.98,54.19522,195102.792,89.85,0.1,69.36,0.13,64.29,0,92.96,0.24,528.96,0.57
242.77611,873993.996,54.32462,195568.632,48.06,0.88,30.2,0.84,0,0,0,0,0,0
242.35585,872481.06,54.54503,196362.108,21.79,0.04,20.27,0.75,0,0,0,0,0,0
243.04916,874976.976,54.13837,194898.132,26.58,0.31,28.62,0.4,50.93,0.07,0,0,0,0
