RA ,Dec,Total_Radio_Flux,Peak_Radio_Flux,fuv_mag,nuv_mag,fuv_flux,nuv_flux,flux_ap2_24,stell_index_24,flux_prf_70,flux_ap4_70,flux_prf_160,flux_ap3_160,flux_ap2_36_05,stell_36_05,flux_ap2_45_05,stell_45_05,flux_ap2_58_05,stell_58_05,flux_ap2_80_05,stell_80_05,flux_ap2_24_05,stell_24_05,flux_ap1_servs1,flux_ap2_servs1,flux_ap3_servs1,flux_ap4_servs1,flux_ap5_servs1,snr_1_servs1,snr_2_servs1,snr_3_servs1,snr_4_servs1,snr_5_servs1,flux_iso_servs1,snr_iso_servs1,class_star_servs1,flux_ap1_servs2,flux_ap2_servs2,flux_ap3_servs2,flux_ap4_servs2,flux_ap5_servs2,snr_1_servs2,snr_2_servs2,snr_3_servs2,snr_4_servs2,snr_5_servs2,flux_iso_servs2,snr_iso_servs2,class_star_servs2,flux_aper_1_1_servs12,flux_aper_2_1_servs12,flux_aper_3_1_servs12,flux_aper_4_1_servs12,flux_aper_5_1_servs12,snr_1_1_servs12,snr_2_1_servs12,snr_3_1_servs12,snr_4_1_servs12,snr_5_1_servs12,flux_iso_1_servs12,snr_iso_1_servs12,class_star_1_servs12,flux_aper_1_2_servs12,flux_aper_2_2_servs12,flux_aper_3_2_servs12,flux_aper_4_2_servs12,flux_aper_5_2_servs12,snr_1_2_servs12,snr_2_2_servs12,snr_3_2_servs12,snr_4_2_servs12,snr_5_2_servs_12,flux_iso_2_servs12,snr_iso_2_servs12,class_star_2_servs12
241.94,54.782,0.874,1.025,21.1715412,20.8324947,12.3420029,16.86561,2588.96,0.92,35.03,13.07,0,0,0,0,0,0,0,0,0,0,0,0,285.6,313.4,356.5,383.2,392.9,415.6,494.7,546,502.1,419.9,389.8,350,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,285.6,313.4,356.5,383.2,392.9,415.6,494.7,546,502.1,419.9,389.8,350,0.38,215,235.5,261.2,283.9,287.1,249,289.7,308.4,272.4,218,278.9,201.9,0.23
241.935,54.839,33.523,34.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,36.1,43.9,50.6,52.1,65.9,74.9,77.4,67.4,52.3,46.3,69,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.941,54.201,5.7,3.609,0,0,0,0,0,0,0,0,0,0,16.61,0.65,19.52,0.68,0,0,0,0,0,0,14.6,14.9,15.7,15.3,14.4,39.5,38.7,32.4,23.6,16.3,13.6,34,0.84,17.4,17.9,18.6,19.4,18.5,35.9,35.8,30.9,24.1,17.4,17.1,31.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.944,53.81,0.952,0.751,0,0,0,0,1947.46,0.02,0,0,0,0,40.63,0.12,46.51,0.68,0,0,0,0,0,0,36.3,39.2,45.6,51.9,58.3,75,80,76.5,67.2,57.9,49.6,64.3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.94,53.79,3.774,2.562,0,0,0,0,0,0,0,0,0,0,36.68,0.35,44.06,0.32,62.07,0.07,93.79,0.61,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,9.4,10,10.2,8.7,16.9,17.1,14.7,11.1,7,8.6,16.3,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.933,54.3,0.48,0.443,22.6098843,21.4206657,3.28131866,9.811457,997.23,0.1,0,0,0,0,104.9,0.22,98.53,0.07,90.22,0.04,209.66,0.31,997.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.921,55.032,1.628,1.785,0,0,0,0,2835.49,0.97,74.94,74.75,174.33,238.56,160.28,0.85,191.29,0.97,220.79,0.78,719.45,0.89,2835.49,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.925,54.468,0.386,0.367,22.00824,21.2619514,5.71092129,11.355834,915.18,0.72,0,0,0,0,221.48,0.34,210.6,0.16,131.63,0.05,588.22,0.05,915.18,0.72,210.3,223.4,242.6,254.1,261.2,282.7,322.4,328,286.6,234.7,263,211.9,0.49,187.4,203,220,237,242.5,252.9,291.6,297.1,259.4,209.9,241.9,185.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.935,53.722,1.605,1.457,0,0,0,0,1274.09,0.93,24.36,17.71,0,0,155.25,0.66,114.58,0.86,174.16,0.06,145.54,0.7,1274.09,0.93,151.7,156.6,164,171.7,177.3,204.5,225.1,214.5,180.5,144.3,164.4,162.7,0.98,5.1,5.3,5.6,5.7,5.5,9.5,9.4,8.2,6.3,4.5,4.3,10.2,0.62,7.1,7.2,8.3,10.1,10.7,14.5,14.2,13,11.8,9.3,7.2,15.2,0.79,5.1,5.3,5.6,5.7,5.5,9.5,9.4,8.2,6.3,4.5,4.3,10.2,0.62
241.917,54.497,1.24,1.376,0,0,0,0,0,0,0,0,0,0,35.13,0.94,46.45,0.86,0,0,0,0,-99,-9,6.9,7.1,7.1,6.9,7.4,17,16.7,13.1,9.9,8.2,5.7,16.4,0.47,44.3,45.7,46.3,46.8,44.8,75.6,77.8,67.3,51.3,37.3,41.9,63.6,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.916,54.49,1.31,1.557,0,0,0,0,553.68,0.62,0,0,0,0,52.11,0.93,64.11,0.83,40.86,0.22,67.3,0.02,553.68,0.62,48.5,51,54,55.4,56,85.8,91.2,81.7,65,49.7,52.2,68.3,0.85,60.5,63,66,68.9,68.3,97.8,103,93.8,75,56.4,64.3,74.3,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.917,54.366,0.83,0.409,0,0,0,0,0,0,0,0,0,0,38.14,0.97,50.11,0.97,0,0,0,0,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.908,54.767,2.923,3.192,21.71415,20.74814,7.48759556,18.2281857,9155.27,0.87,150.8,129.11,230.49,231.43,0,0,0,0,0,0,0,0,0,0,1536.5,1662.8,1859.3,2000.3,2086.9,800.2,960.6,1123.8,1154.1,1108.6,2325,701.7,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1536.5,1662.8,1859.3,2000.3,2086.9,800.2,960.6,1123.8,1154.1,1108.6,2325,701.7,0.43,1118.2,1207.9,1333.7,1456.2,1507.4,846.3,997.8,1161.9,1164,1078,1682.8,626.4,0.4
241.902,54.593,14.756,10.33,-999,24.827837,-999,0.4254658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,9.5,10.7,13.1,14.5,21.4,22.1,20,18.6,15.6,12.3,21.6,0.05,8.1,8.2,8.6,9.8,10.8,25.3,24.6,21.1,17.7,14.5,9.1,21.5,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.905,54.18,2.658,0.96,0,0,0,0,0,0,0,0,0,0,97.47,0.06,73.3,0.6,63.94,0.08,0,0,0,0,95.4,100.8,112,120.3,124.5,180.1,195.9,189.7,162.2,129.2,121.6,128.1,0.56,73.2,77.5,84.7,92.4,95,157,169.2,161.2,134.8,106.1,91.3,108.3,0.58,95.4,100.8,112,120.3,124.5,180.1,195.9,189.7,162.2,129.2,121.6,128.1,0.56,73.2,77.5,84.7,92.4,95,157,169.2,161.2,134.8,106.1,91.3,108.3,0.58
241.896,54.557,1.271,1.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,5.5,7.1,8.6,10.5,10,11.8,12.3,11.2,10.4,7.9,14.1,0,15.8,16.5,17.4,18.2,18.2,35.4,35.5,30.9,23.9,18.7,16.2,30.8,0.45,4.4,5.5,7.1,8.6,10.5,10,11.8,12.3,11.2,10.4,7.9,14.1,0,5.4,6.9,8.5,10.5,10.7,11.7,14.3,14.5,13.3,10.2,8.6,15.7,0.01
241.903,53.959,3.926,0.8,0,0,0,0,16703.35,0.03,245.92,271.67,628.29,581.61,0,0,0,0,0,0,0,0,0,0,1344.1,1513.9,1908.8,2405.5,2978.7,767.7,941.3,1148.4,1305.2,1425.4,5007.8,1092.6,0.03,919.6,1028.7,1269.8,1617,1986,616.1,732.1,897.5,994.9,1053.3,3294.9,736.4,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.899,54.229,1.201,1.292,0,0,0,0,1643.5,0.94,0,0,0,0,36.8,0.37,49.52,0.82,70.02,0.54,177.55,0.8,1643.5,0.94,36,37.9,42.1,45.1,45.1,67.8,71,65.1,53.5,41.3,42.2,54.5,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,5.3,6.1,5.6,5.3,9.6,10.9,10,7.1,5,5.8,11.6,0.01,3.9,4.3,4.3,4.3,3.1,8.1,8.6,7,5.1,2.7,3.5,8.9,0.17
241.892,54.705,0.837,0.892,-999,23.7721577,-999,1.12495828,2616.39,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,73.6,75.1,75,74.7,172.5,179.7,157.9,123,92.6,70,123.5,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.883,54.853,2.329,1.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,18.8,19.7,19.9,19.2,35.1,34.5,29.7,22.1,15.8,17.7,30.7,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.878,54.944,1.537,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,18.9,19,18.9,18,36.8,38.6,36.4,30.2,21.5,16.4,35.8,0.3,21.5,21.8,23.3,24.1,23.9,45.1,44.3,38.3,31.1,23.8,20,38.2,0.83,13.9,14.2,15.1,16.1,16.3,31.2,30.4,26.8,21.8,17,13.6,27,0.84
241.883,54.379,2.412,1.874,24.6933212,24.5013351,0.481585532,0.574732,0,0,0,0,0,0,220.44,0.03,173.31,0.06,130.28,0.01,80.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.878,54.848,1.343,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.887,54.204,2.606,2.431,0,0,0,0,0,0,0,0,0,0,113.44,0.76,80.85,0.28,55.87,0.38,46.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,78.6,85.8,93.5,97.2,173.4,188.4,179.5,150.8,119.4,89.6,125.6,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.883,54.373,1.974,2.031,-999,24.0883026,-999,0.840772867,2397.28,0.92,0,0,0,0,160.43,0.09,140.11,0.11,116.99,0.05,177.7,0.88,2397.28,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.88,54.501,0.823,0.805,23.5870171,22.314682,1.33412039,4.30652666,509.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.4,147.5,181,203.6,211.9,198.3,234.5,261.2,234.1,191.9,196.4,173.9,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.873,54.416,0.615,0.421,24.31417,23.07574,0.682863355,2.13650012,2011.91,0.71,0,0,0,0,84.7,0.94,102.78,0.88,92.47,0.32,592.95,0.9,2011.91,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.869,54.693,0.625,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.87,54.228,0.97,0.864,0,0,0,0,3738.48,0.82,44.54,23.47,0,0,304.58,0.04,285.9,0.05,252.96,0.06,1316.21,0.18,3738.48,0.82,274.6,304.3,352.3,390,411.7,292.7,354,384.4,361.4,310.8,425.5,250.7,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.857,54.788,3.363,0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.864,54.31,0.456,0.467,0,0,0,0,830.71,0.7,0,0,0,0,347,0.44,303.22,0.65,184.59,0.05,503.58,0.74,830.71,0.7,331,347,377.1,404.9,431.6,417.3,477.5,498,457.8,401.3,410,374,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.85,54.725,0.68,0.686,20.6969872,20.1348553,19.1076241,32.0669136,2261.76,0.8,24.48,21.34,0,0,0,0,0,0,0,0,0,0,0,0,237.3,281.9,367.8,427.9,453.7,335.9,404,481.8,476.1,412.4,467.6,314,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,237.3,281.9,367.8,427.9,453.7,335.9,404,481.8,476.1,412.4,467.6,314,0.03,175.7,207.6,265,311.9,327.9,215.3,261,304.7,290.3,244.5,325.4,213.5,0.02
241.852,54.629,0.493,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,23.1,25.3,25.4,25.4,42.1,44.1,39.5,29.8,22,16.7,36.5,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.2,6.6,7.6,7.7,10.5,10.4,10.4,9.7,7.5,5.6,12.2,0.05,5.4,5.7,6.9,7.1,7,12.9,13.1,13,10.3,7.7,5.8,15.2,0.06
241.853,54.203,1.929,1.353,0,0,0,0,3864.52,0.46,41.64,31.81,217.62,218.67,341.11,0.03,325.18,0.03,260.53,0,1396.67,0.03,3864.52,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,277.1,327.1,433.3,546.1,593.9,406.1,506.2,618.2,648.3,585.1,628.7,395.9,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.839,55.066,2.095,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.859,53.738,2.727,1.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.8,5.7,6.5,7.5,10.5,10.6,8.6,7.2,6.4,4.5,10.7,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.856,53.898,4.251,3.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4,3.8,4,4.1,6.9,7,5.6,4.4,3.4,2.7,7.4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.845,54.487,0.752,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4,70.4,80.5,85,84.6,104.1,117.1,114.2,94.1,71.2,79.8,93.4,0.56,73.1,83.7,96.1,103.1,102.7,137.7,159.9,160.6,132.2,100.2,95.6,127.8,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.838,54.799,2.875,3.237,0,0,0,0,591.83,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.828,54.735,0.718,0.564,-999,23.9265652,-999,0.975827754,1346.44,0.17,21.34,27.72,0,0,0,0,0,0,0,0,0,0,0,0,215.7,235,267.7,287.8,289.8,289.6,342.3,363.1,327.5,288,272.2,276.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,215.7,235,267.7,287.8,289.8,289.6,342.3,363.1,327.5,288,272.2,276.1,0.75,208.4,228.9,251.9,272.3,272.3,289.1,338.7,354.4,310.4,266.1,245.4,282.5,0.76
241.834,54.326,0.723,0.766,0,0,0,0,829.14,0.77,0,0,0,0,93.45,0.98,118.38,0.93,119.26,0.31,135.2,0.74,829.14,0.77,88.7,90.5,93.6,95,97.9,176,186.4,167.8,134.2,104.7,92,129.6,0.98,112.2,113,116.3,120.7,123.1,199.3,208.9,192.5,154.8,120.8,116.7,131.2,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.84,53.777,46.299,36.42,0,0,0,0,0,0,0,0,0,0,56.06,0.02,53.29,0.43,0,0,0,0,-99,-9,43.7,45.6,47.7,46.2,44.1,101.8,105.4,97.6,88.7,63.9,38,96,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.836,54.098,1.959,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,11.2,17.5,22.5,25.1,15.3,20.9,26.2,25.8,21.7,24.2,27.4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,11.2,17.5,22.5,25.1,15.3,20.9,26.2,25.8,21.7,24.2,27.4,0.02,7.9,10.4,14.8,19.3,19.9,18.5,23.2,27,26.1,20.2,19.6,28.4,0.08
241.818,54.721,0.579,0.656,23.0982876,21.8626347,2.092602,6.530484,1330.01,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3,114,120.4,122.5,122.4,158.4,172.7,162.6,132.3,102.6,116.2,122.9,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3,114,120.4,122.5,122.4,158.4,172.7,162.6,132.3,102.6,116.2,122.9,0.96,130.9,136.5,142,146.5,145.2,256.7,278.2,264.6,214.8,164.2,138,176.9,0.97
241.808,54.817,2.35,0.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.3,4.6,5.2,6,8.9,9,7.9,6.5,5.6,3.7,9.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.811,54.485,0.416,0.541,0,0,0,0,524.52,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,24.1,27.2,31.1,32,43.7,44.1,41.2,34.9,27,28.8,37.4,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.812,54.451,0.496,0.496,0,0,0,0,0,0,0,0,0,0,36.29,0.02,33.28,0.11,45.29,0.04,0,0,0,0,8.2,10.8,23.6,59.1,98.4,20.2,25.3,43.1,80.9,101.1,193.7,109.6,0.03,33.2,37.1,43.6,48.7,48.3,57.2,62,60.9,51.8,39.5,42.3,56.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.808,54.364,1.316,1.22,0,0,0,0,595.74,0.4,0,0,0,0,403.63,0.03,323.11,0.03,205.57,0.03,148.16,0.05,595.74,0.4,337.3,382.3,469.3,552.8,625.8,376.5,451,527.5,535.4,502.7,1231.2,381.8,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.804,54.469,1.755,1.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.809,54.266,0.846,0.795,0,0,0,0,0,0,0,0,0,0,17,0.63,17.75,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.802,54.103,4.655,3.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8,172.9,196.5,216.1,228.8,232.2,264.3,272.7,246,204.9,231.7,179.2,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8,172.9,196.5,216.1,228.8,232.2,264.3,272.7,246,204.9,231.7,179.2,0.31,113,122.4,137.4,153.7,160.6,213.2,235.1,234.1,200.8,159.9,159.3,149.1,0.07
241.789,54.823,0.82,0.739,0,0,0,0,1616.93,0.92,21.92,20.06,145.08,162.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.9,290.4,321.1,348.7,356.7,291.6,340,362.4,326.3,267.8,358.3,220.4,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.791,54.101,3.409,1.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.772,55.087,1.306,1.652,0,0,0,0,631.17,0.65,0,0,0,0,93.35,0.6,68.86,0.19,64.67,0.49,0,0,631.17,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.773,54.865,0.764,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,5.1,5.5,5.7,6.8,11.1,11.3,9.6,7.5,6.8,3.7,11.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,44.3,45.4,45,44.6,75,77.6,67.6,52.3,39.6,42.2,59.1,0.89,33.2,33.7,33.4,32.5,31.3,55.4,55.7,47.3,35.1,25.6,29.8,47,0.96
241.775,54.176,0.594,0.774,0,0,0,0,0,0,0,0,0,0,39.69,0.15,46.57,0.2,53.94,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,45.4,48.8,52.8,52.8,105.1,110.6,100.8,81.6,61,49.6,76.8,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.762,54.571,1.332,1.473,0,0,0,0,455.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.766,54.275,0.472,0.572,0,0,0,0,415.81,0.5,0,0,0,0,13.65,0.32,19.91,0.45,0,0,0,0,415.81,0.5,10.5,11.1,12.4,13.3,14.9,25.4,26.1,23.6,19.4,16.2,10.8,24.6,0.46,7.6,7.9,9.3,10.4,10.4,19.5,19.5,19,15.9,12,8.2,19.6,0.88,10.5,11.1,12.4,13.3,14.9,25.4,26.1,23.6,19.4,16.2,10.8,24.6,0.46,15.5,16,17,18.3,19.1,41.5,41.4,36.1,29,22.9,15.3,35.9,0.55
241.76,54.482,1.273,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.7,243.2,286.6,338.6,380.3,258.1,299.6,327,314.6,281.4,442,203.5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.76,54.397,0.486,0.53,0,0,0,0,0,0,0,0,0,0,188.37,0.03,144.47,0.03,86.59,0,54.89,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.739,55.065,1.579,1.248,0,0,0,0,0,0,0,0,0,0,272.4,0.99,161.82,0.97,116.59,0.28,64.13,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.762,53.691,23.08,18.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.741,54.726,15.501,9.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1,79.3,85.9,92.9,99.9,117.7,128.4,119.7,101.1,83.5,95.6,89.3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.749,54.229,1.114,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10.2,10.3,10.1,22,20.9,17.4,13,9.4,8.8,19.7,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
