RA ,Dec,Total_Radio_Flux,Peak_Radio_Flux,fuv_mag,nuv_mag,fuv_flux,nuv_flux,flux_ap2_24,stell_index_24,flux_prf_70,flux_ap4_70,flux_prf_160,flux_ap3_160,flux_ap2_36_05,stell_36_05,flux_ap2_45_05,stell_45_05,flux_ap2_58_05,stell_58_05,flux_ap2_80_05,stell_80_05,flux_ap2_24_05,stell_24_05,flux_ap1_servs1,flux_ap2_servs1,flux_ap3_servs1,flux_ap4_servs1,flux_ap5_servs1,snr_1_servs1,snr_2_servs1,snr_3_servs1,snr_4_servs1,snr_5_servs1,flux_iso_servs1,snr_iso_servs1,class_star_servs1,flux_ap1_servs2,flux_ap2_servs2,flux_ap3_servs2,flux_ap4_servs2,flux_ap5_servs2,snr_1_servs2,snr_2_servs2,snr_3_servs2,snr_4_servs2,snr_5_servs2,flux_iso_servs2,snr_iso_servs2,class_star_servs2,flux_aper_1_1_servs12,flux_aper_2_1_servs12,flux_aper_3_1_servs12,flux_aper_4_1_servs12,flux_aper_5_1_servs12,snr_1_1_servs12,snr_2_1_servs12,snr_3_1_servs12,snr_4_1_servs12,snr_5_1_servs12,flux_iso_1_servs12,snr_iso_1_servs12,class_star_1_servs12,flux_aper_1_2_servs12,flux_aper_2_2_servs12,flux_aper_3_2_servs12,flux_aper_4_2_servs12,flux_aper_5_2_servs12,snr_1_2_servs12,snr_2_2_servs12,snr_3_2_servs12,snr_4_2_servs12,snr_5_2_servs_12,flux_iso_2_servs12,snr_iso_2_servs12,class_star_2_servs12
243.586,54.567,2.453,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,25.8,27.7,28.4,28.3,48.3,49,43.1,33.5,24.9,25.3,42.3,0.9,27.4,28.5,30.2,30.6,29.3,50.3,51.1,45,33.9,24.4,26.8,44.4,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.555,54.07,23.994,16.032,0,0,0,0,0,0,0,0,0,0,216.79,0.03,138.57,0.04,91.29,0.22,72.82,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.566,54.725,24.145,18.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.573,55.069,2.561,2.073,0,0,0,0,5255.8,0.78,38.05,50.95,121.68,182.4,672.22,0.03,521.82,0.03,583.2,0.03,1628.7,0.03,5255.8,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.545,54.028,1.748,0.831,0,0,0,0,0,0,0,0,0,0,64.26,0.01,50.35,0,0,0,114.79,0,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.543,54.065,21.297,6.603,0,0,0,0,0,0,0,0,0,0,40.34,0.98,26.91,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.558,54.733,9.027,6.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.555,54.713,4.511,2.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.539,54.165,0.968,0.994,0,0,0,0,2601.03,0.97,0,0,0,0,196.94,0.68,189.89,0.45,216.98,0.04,325.69,0.82,2601.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.53,54.322,0.754,0.701,0,0,0,0,3455.76,0.27,59.28,71.88,198.9,271.79,644.35,0.03,479.17,0.03,515.55,0.01,2256.51,0.03,3455.76,0.27,570,645.7,811.6,982.3,1140.8,541.4,666.3,811,863.7,855.9,1379.5,697.6,0.02,424.2,485.5,587.1,718.1,821.9,438.4,541.7,640.6,657.2,624.4,980.8,487,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.525,54.338,0.622,0.715,0,0,0,0,2170.41,0.56,33.52,49.12,0,0,589.47,0.03,461.02,0.03,341.21,0.01,1420.93,0.03,2170.41,0.56,493.3,580.5,752.1,886.9,989.5,428.2,518.8,635.4,666.6,637.1,1092.6,471,0.03,379.4,455.2,573.4,693.4,769,338.1,432.1,538.1,551.7,512.3,927.2,337,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.533,54.928,1.495,1.015,0,0,0,0,1490.06,0.92,18.91,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.502,53.954,33.615,11.496,0,0,0,0,0,0,0,0,0,0,392.69,0.03,312.9,0.03,198.92,0,146.28,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.488,53.974,2.045,1.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.488,54.18,0.616,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.486,54.662,0.88,0.92,0,0,0,0,1815.61,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,37.5,39.2,41.8,41.6,80.2,82.1,72.7,58.2,43.4,37.8,63.3,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.47,54.116,4.657,3.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.493,55.04,2.873,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.45,54.235,29.822,10.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,4.8,5.1,6.4,7.6,9.4,9.2,9.1,8.3,6.8,2.3,9,0.79,16.4,16.6,17.1,16.5,15.2,32.7,32.2,26.6,19.4,13.3,15,28.4,0.95,20,19.9,19.6,19.8,19.8,37.6,36.2,29.6,22.1,16.5,17.2,31.9,0.97
243.455,55.03,1.464,0.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.426,54.199,0.657,0.762,0,0,0,0,1513.61,0.91,0,0,0,0,209.64,0.03,199.4,0.03,184.91,0.01,434.23,0.16,1513.61,0.91,182,204.8,246.6,275.2,288.5,253,303.6,331,307.2,257.9,288.6,230.4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.435,54.689,2.277,2.539,0,0,0,0,411.85,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.401,54.216,4.742,5.53,0,0,0,0,0,0,0,0,0,0,62.61,0.03,73.83,0.02,45.72,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.397,54.185,3.551,1.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,76.2,81.5,85.7,88,143.8,154.6,142.7,117.4,91.3,84.8,100.8,0.59,7.4,8.7,10.7,12.3,11.7,19.6,22,22.2,19.2,15,10.4,21.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.4,54.503,2.399,1.843,-999,23.9753284,-999,0.9329714,0,0,0,0,0,0,137.44,0.06,83.95,0.54,65.32,0.64,43.44,0.17,0,0,121.9,131.6,149.1,163.1,172.6,172.7,196.3,197.6,173.7,142,171.4,129.5,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,121.9,131.6,149.1,163.1,172.6,172.7,196.3,197.6,173.7,142,171.4,129.5,0.14,77.9,83.8,94.2,105.5,109.7,130.1,142.6,141.3,122.6,98.3,104.3,101.8,0.07
243.393,54.218,0.745,0.771,0,0,0,0,0,0,0,0,0,0,57.26,0.02,62.16,0.02,49.23,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,38.2,42.3,48,46.3,66.2,68,62.6,55.6,47.9,41.3,55.3,0.25,35.1,37.4,41.3,47.2,45.9,85,89.6,84.3,73.9,65.4,40.6,73.4,0.06
243.385,54.065,5.198,1.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7,3.8,3.8,3.1,7.4,7.4,6.1,4.5,2.7,3.8,7.9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.7,3.8,3.8,3.1,7.4,7.4,6.1,4.5,2.7,3.8,7.9,0.01,1.9,2,1.6,0.4,-1.9,3.8,3.8,2.4,0.4,-1.6,1.4,4.1,0
243.38,54.275,3.222,1.968,0,0,0,0,6151.26,0.04,99.3,94.95,331.11,327.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.3,1637,2102.6,2569.1,2941.9,820.6,1062.6,1376.9,1541.4,1592.7,4207.2,1065.1,0.03,977.6,1148.5,1442.3,1778.1,2020.2,603.7,776.5,967.8,1068.3,1078.2,2698.4,701.3,0.03
243.38,54.455,207.857,170.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,42.4,45.7,48.8,47.8,69.2,72.2,65.9,52.6,39.1,44.2,56.8,0.1,32.8,34.9,38.6,41.4,42.1,76.2,79.5,72.7,59.7,45.9,39.5,59.3,0.07,39.9,42.4,45.7,48.8,47.8,69.2,72.2,65.9,52.6,39.1,44.2,56.8,0.1
243.373,54.249,1.77,1.021,0,0,0,0,0,0,0,0,0,0,23.53,0.76,27.76,0.59,0,0,0,0,0,0,23.8,24.2,25.2,25.4,25.6,52.3,52.6,45.1,34.5,26.4,22.3,45.9,0.96,3.7,3.7,3.4,3.6,3.4,10.3,9.6,7.3,5.6,3.9,2.6,10.3,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.367,54.069,6.186,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.364,53.929,1.424,0.735,0,0,0,0,5001.76,0.03,87.7,69.38,303.03,294.37,1005.77,0.03,727.15,0.03,847.83,0.02,3275.54,0.03,5001.76,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.373,54.507,2.078,2.468,24.6272488,-999,0.5118023,-999,0,0,0,0,0,0,241.55,0.11,203.92,0.36,126.67,0.03,92.84,0.01,0,0,219.7,235.5,267.5,294.7,314.6,322.3,364.3,386.4,356.1,303.2,332.4,235.8,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,219.7,235.5,267.5,294.7,314.6,322.3,364.3,386.4,356.1,303.2,332.4,235.8,0.25,188.3,201.3,223.7,249.9,264.5,228.7,260.1,270.1,242.5,201.8,275,163.5,0.37
243.373,54.628,2.548,2.097,24.964983,-999,0.374980539,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9,214.4,253.1,306.5,345.3,244.9,292.9,320.5,313.7,287.1,349.5,241.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.385,55.143,2.077,1.959,0,0,0,0,0,0,0,0,0,0,26.15,0.81,38.11,0.72,0,0,79,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.335,54.276,9.109,4.691,0,0,0,0,0,0,0,0,0,0,551.19,0.03,427.4,0.03,258.68,0.02,164.8,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.3,437.3,508,597.7,667.7,548.4,663.1,751.8,745.2,686.3,776.2,479.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.328,54.177,2.475,1.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,6.1,6.4,6,4.1,10,10.4,9.2,6.4,3.3,5,11,0.34,9.2,9.8,10.7,10.9,11.8,29,29.5,25.7,19.7,15.6,10.1,25.8,0.65,5.7,6.1,6.4,6,4.1,10,10.4,9.2,6.4,3.3,5,11,0.34
243.341,55.105,1.134,1.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.316,53.917,1.3,1.252,0,0,0,0,4312.41,0.78,82.48,64.81,0,0,949.26,0.43,750.34,0.25,663.79,0.04,3696.77,0.65,4312.41,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.316,54.016,0.68,0.803,0,0,0,0,3071.84,0.62,0,0,0,0,94.05,0.71,94.06,0.46,85.81,0.67,281.57,0.72,3071.84,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.33,54.861,1.414,1.28,19.5977268,19.1321259,52.59101,80.75127,11168.51,0.78,118.32,120.52,146.25,188.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.5,420.4,474.4,521.5,541.3,477.8,565.5,630.5,591.3,507.9,543.9,408.2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.313,54.229,0.566,0.663,0,0,0,0,420.46,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,27.5,47.8,66.1,72.6,47.9,65.1,91.6,97,80.3,74.5,81,0.03,35.8,48.6,66.1,82.1,91,72.3,96.1,111.3,104.2,87.4,95,82.9,0.03
243.311,54.297,10.68,7.733,-999,25.1098366,-999,0.3281446,490.35,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,88,98.7,108.1,110,200.3,224.4,222.8,187.8,147.6,104.2,157.1,0.15,49.5,56.2,68.2,75,77.3,85.1,96.1,97.5,83.3,65,71.5,79.5,0.08,79.6,88,98.7,108.1,110,200.3,224.4,222.8,187.8,147.6,104.2,157.1,0.15
243.31,54.34,1.04,0.979,-999,22.7764454,-999,2.81463027,3636.39,0.83,0,0,0,0,228.39,0.05,253.96,0.55,352.99,0.45,574.35,0.9,3636.39,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,211.9,262.9,290.8,300.2,270.4,334.9,379.9,350.6,288.3,302.3,254.3,0.13,201,233,273.3,303.1,309.1,245.3,304.5,339.7,309.8,253.7,317.8,202.2,0.21
243.321,55.16,2.988,2.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.311,54.738,0.631,0.572,-999,24.1450748,-999,0.797939539,360.67,0.37,0,0,0,0,185.86,0.77,171.04,0.14,130.73,0.12,255.88,0.65,360.67,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.295,54.061,1.041,0.859,0,0,0,0,0,0,0,0,0,0,12.27,0.49,13.79,0.64,0,0,0,0,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,16.2,16.8,17.5,16.2,29.8,29.8,25.4,19.6,13.5,15.7,25.8,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.271,54.005,1.784,1.047,0,0,0,0,0,0,0,0,0,0,150.88,0.03,123.94,0.04,118.62,0,0,0,-99,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.274,54.583,1.339,0.612,19.3104229,19.28825,68.52249,69.93577,3555.55,0.02,37.82,64.58,0,0,383.53,0.03,284.34,0.03,268.46,0,1622.54,0.03,3555.55,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.255,54.168,1.318,0.924,0,0,0,0,3940.44,0.74,55.68,35.51,0,0,88.56,0.31,54.08,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,419.8,487.1,543.1,556.1,429.3,528.6,598,568.5,490.9,548.6,384,0.17,481.1,541.5,646.6,710.7,739.5,408.1,501.4,587.1,575.9,513.7,738.8,417.7,0.12,371,419.8,487.1,543.1,556.1,429.3,528.6,598,568.5,490.9,548.6,384,0.17
243.263,54.781,0.633,0.546,22.3957024,21.4386044,3.99688053,9.650679,1707.28,0.92,0,0,0,0,468.04,0.03,435.14,0.03,285.16,0.02,1014.1,0.03,1707.28,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.243,54.476,0.981,1.088,23.75563,23.2419739,1.14221919,1.83320022,0,0,0,0,0,0,56.84,0.69,36.4,0.82,-99,-9,0,0,0,0,50.4,53.7,59.2,63.8,64.5,88.3,93.4,86.5,72,55.3,60,73.8,0.26,33.7,35.3,38.1,39.5,38.7,60.5,62,56.7,44.1,32.1,35.7,49.8,0.74,50.4,53.7,59.2,63.8,64.5,88.3,93.4,86.5,72,55.3,60,73.8,0.26,33.7,35.3,38.1,39.5,38.7,60.5,62,56.7,44.1,32.1,35.7,49.8,0.74
243.233,53.998,1.113,0.834,0,0,0,0,0,0,0,0,0,0,66.26,0.03,41.8,0.18,49.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.23,54.124,0.885,0.962,0,0,0,0,2495.6,0.98,20.42,42.08,0,0,257.19,0.98,326.59,0.98,495.58,0.81,668.08,0.91,2495.6,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.213,53.993,10.694,4.65,0,0,0,0,0,0,0,0,0,0,151.27,0.03,125.61,0.03,90.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.223,54.687,0.704,0.602,23.866066,22.7474289,1.03175318,2.89086866,1158.35,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,87.9,105.9,115.7,117.4,176.4,200.8,207.7,179.6,138.4,110.7,157.9,0.03,93.7,105.8,122.8,135.5,137.5,171.1,194.3,200.2,172.4,134.6,129.9,145.7,0.03,30.4,32.8,35.7,36.6,35.9,79.9,84.1,74.8,59.1,43.9,31.3,72.8,0.44,24.5,26.5,29.2,30.1,29.7,54.1,56.8,52,40,29.5,25,50,0.09
243.224,54.796,0.652,0.749,-999,24.5925465,-999,0.5284219,491.93,0.18,0,0,0,0,14.35,0.74,18.02,0.26,37.52,0.36,0,0,0,0,12.8,13.5,14.6,15.6,16.7,36,36.4,32.7,26.8,22.7,12.3,34.9,0.76,18.6,18.6,18.8,19.9,19.4,41.2,39.9,34.6,28.1,21.5,17.4,35.4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.226,54.924,1.424,1.105,21.54235,20.1844521,8.77126,30.635046,7529.7,0.07,103.12,99.52,421.2,337.9,0,0,0,0,0,0,0,0,0,0,1459.7,1711.1,2226,2739,3181.8,982.7,1286,1658.6,1869.3,1966.3,4890.5,1272.6,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.7,1711.1,2226,2739,3181.8,982.7,1286,1658.6,1869.3,1966.3,4890.5,1272.6,0.03,1060,1245.3,1571.6,1950.7,2237.7,747.4,961.1,1204.6,1331,1350.1,3364,775.2,0.03
243.206,54.144,2.065,1.106,0,0,0,0,424.09,0.05,0,0,0,0,613.24,0.03,456.04,0.03,281.03,0,211.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.213,54.48,1.245,1.572,23.1354637,-999,2.022166,-999,485.05,0.49,0,0,0,0,1248.68,0.03,879.45,0.03,559.99,0.02,453.6,0.04,485.05,0.49,1027.9,1158.1,1402.3,1649.4,1869,961.1,1205.5,1480.1,1581,1575.4,2303.1,967.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.219,55.117,1.203,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,45.2,51.6,56.5,61.3,91.6,102.1,96.3,81.1,66.3,55.9,75.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.197,53.914,1.191,1.106,0,0,0,0,1816.77,0.92,23.43,28.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.199,53.991,0.598,0.605,0,0,0,0,416.86,0.04,0,0,0,0,59.73,0.03,58.75,0.07,0,0,0,0,416.86,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.2,54.588,1.962,2.147,0,0,0,0,0,0,0,0,0,0,39.74,0.33,41.78,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.206,55.045,12.198,7.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.203,55.043,9.465,6.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.194,54.714,0.532,0.501,0,0,0,0,364.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
